ID,Course,Semester,Final Grade
322311233,Intro to Java,2021B,94
122333132,Calculus 1,2021B,70
333332232,Calculus 1,2020A,81
222121121,Calculus 1,2020A,69
213231213,Linear algebra 2,2019A,72
222322233,Linear algebra 2,2022B,61
112112223,Intro to Java,2019A,91
331323112,Linear algebra 1,2021B,94
323111322,Linear algebra 1,2023B,61
322211211,Linear algebra 1,2022B,48
323332313,Linear algebra 2,2023B,78
223133113,Linear algebra 2,2019A,78
233123332,Linear algebra 2,2018B,59
331233233,Calculus 1,2023B,90
133313222,Algorithms,2018B,82
113211231,Calculus 1,2020A,66
212333323,Calculus 1,2018B,64
221111312,Intro to Java,2020A,36
322223231,Linear algebra 1,2019A,79
311231312,Algorithms,2020A,87
222223133,Linear algebra 1,2019A,100
113211312,Linear algebra 2,2018B,59
211232311,Calculus 1,2019A,56
311121232,Linear algebra 1,2021B,100
311323333,Calculus 2,2019A,59
111133212,Linear algebra 1,2019A,51
331213311,Linear algebra 2,2022B,85
233322333,Calculus 1,2020A,57
311331331,Calculus 1,2021B,70
312333311,Linear algebra 2,2019A,85
111131233,Intro to Java,2022B,72
333113213,Algorithms,2023B,70
321132112,Calculus 2,2021B,100
233133333,Algorithms,2023B,68
121221113,Calculus 2,2019A,60
213113132,Linear algebra 2,2018B,77
332313231,Intro to Java,2018B,78
222312213,Calculus 1,2022B,64
323312221,Linear algebra 1,2019A,50
333222331,Linear algebra 1,2021B,57
333122131,Linear algebra 2,2023B,81
123222211,Linear algebra 1,2023B,73
231212231,Linear algebra 2,2021B,79
123211311,Algorithms,2020A,73
211133332,Calculus 2,2020A,84
123313313,Intro to Java,2018B,69
231312312,Linear algebra 2,2020A,54
113131131,Intro to Java,2020A,62
231213213,Calculus 1,2021B,53
121323121,Linear algebra 1,2022B,100
231231211,Intro to Java,2021B,81
323221333,Linear algebra 1,2018B,69
221312131,Calculus 2,2021B,78
233132133,Linear algebra 1,2018B,82
332212132,Intro to Java,2021B,73
133323321,Calculus 2,2018B,81
112313322,Calculus 2,2023B,61
233313123,Linear algebra 2,2022B,94
222323132,Calculus 2,2023B,90
212313311,Linear algebra 2,2020A,77
133311322,Calculus 1,2021B,94
222222132,Calculus 2,2021B,100
222313221,Algorithms,2023B,60
323233112,Algorithms,2023B,78
113333132,Linear algebra 2,2023B,82
312223311,Algorithms,2023B,70
212223212,Algorithms,2020A,100
332233113,Linear algebra 2,2021B,37
231111333,Intro to Java,2021B,87
121122211,Calculus 2,2019A,66
322233231,Intro to Java,2021B,84
231312223,Linear algebra 2,2018B,55
321311111,Intro to Java,2021B,91
231312222,Linear algebra 1,2019A,52
233332132,Calculus 2,2023B,92
233132323,Calculus 1,2021B,100
313121122,Calculus 1,2019A,66
133322311,Calculus 2,2018B,62
231122132,Intro to Java,2022B,80
221111222,Algorithms,2023B,47
132221233,Linear algebra 1,2019A,83
123233311,Calculus 2,2020A,86
333132313,Linear algebra 1,2019A,68
312313113,Intro to Java,2018B,74
223332322,Calculus 2,2019A,64
312232131,Linear algebra 1,2020A,75
213223131,Linear algebra 1,2021B,63
332231111,Linear algebra 2,2022B,71
212323321,Linear algebra 1,2023B,79
323121332,Linear algebra 1,2021B,88
122111132,Calculus 2,2020A,96
222313121,Linear algebra 2,2018B,68
132112123,Linear algebra 1,2022B,80
223231111,Algorithms,2018B,80
131132312,Intro to Java,2018B,77
331233213,Calculus 2,2021B,61
333233323,Linear algebra 1,2018B,69
321233231,Intro to Java,2019A,65
122333212,Linear algebra 1,2018B,74
222322133,Algorithms,2022B,79
311331223,Linear algebra 2,2018B,67
112212332,Linear algebra 1,2018B,79
223221122,Intro to Java,2023B,48
322212132,Calculus 1,2021B,77
221123212,Algorithms,2021B,54
131323231,Calculus 1,2018B,67
122313223,Linear algebra 2,2021B,64
213232313,Intro to Java,2022B,71
212323132,Calculus 1,2019A,72
312322333,Calculus 1,2020A,74
211112311,Algorithms,2022B,68
321211111,Algorithms,2020A,80
323121132,Linear algebra 1,2019A,47
221221123,Linear algebra 1,2022B,70
123211312,Linear algebra 1,2021B,74
233232311,Calculus 1,2019A,63
231231112,Linear algebra 1,2018B,73
123213122,Linear algebra 1,2022B,78
313133223,Algorithms,2020A,65
333313121,Calculus 1,2023B,69
212333333,Linear algebra 1,2021B,60
221331323,Linear algebra 2,2018B,65
332233121,Algorithms,2023B,90
133132232,Algorithms,2022B,81
323131111,Linear algebra 1,2023B,69
231331223,Calculus 2,2018B,94
123223111,Linear algebra 2,2019A,72
322122111,Calculus 1,2021B,42
131111221,Algorithms,2018B,77
223232321,Intro to Java,2021B,65
133222313,Calculus 1,2023B,78
313121131,Linear algebra 2,2021B,60
232222222,Calculus 2,2023B,81
331231223,Calculus 2,2022B,91
112231313,Linear algebra 2,2018B,89
323313131,Intro to Java,2021B,45
111111233,Linear algebra 1,2021B,70
123323332,Intro to Java,2019A,75
311312311,Linear algebra 1,2022B,73
332121123,Algorithms,2020A,100
222233132,Intro to Java,2023B,75
213133213,Linear algebra 1,2019A,75
321111222,Linear algebra 2,2020A,57
322123122,Calculus 1,2020A,67
221311311,Calculus 1,2020A,60
312122222,Intro to Java,2020A,81
112333333,Algorithms,2022B,45
112213323,Linear algebra 1,2023B,83
213223232,Calculus 1,2023B,96
223232111,Linear algebra 1,2021B,75
133132231,Linear algebra 1,2018B,76
223111111,Linear algebra 2,2018B,85
313322312,Calculus 1,2019A,81
232222331,Linear algebra 2,2020A,86
223323333,Calculus 1,2023B,70
122212123,Calculus 1,2020A,70
112312132,Linear algebra 2,2018B,66
113312212,Calculus 1,2018B,69
322123232,Linear algebra 1,2022B,100
331311133,Algorithms,2018B,47
122211123,Calculus 1,2023B,73
331221121,Calculus 2,2018B,53
132211133,Calculus 2,2023B,67
332222213,Linear algebra 1,2023B,78
132232222,Linear algebra 1,2018B,74
313121311,Algorithms,2018B,74
121232321,Algorithms,2020A,61
331323321,Algorithms,2020A,59
121223212,Linear algebra 2,2018B,49
311333311,Linear algebra 2,2023B,82
123323133,Calculus 1,2020A,84
213111323,Linear algebra 1,2019A,44
133131212,Algorithms,2019A,68
212123113,Linear algebra 1,2021B,77
213223221,Calculus 2,2021B,79
231322213,Linear algebra 1,2023B,63
213221232,Algorithms,2023B,85
133312133,Intro to Java,2020A,87
133222212,Algorithms,2021B,71
331113323,Linear algebra 2,2022B,94
112211312,Algorithms,2021B,74
122331112,Linear algebra 1,2018B,46
232213323,Linear algebra 2,2023B,53
132131332,Intro to Java,2022B,64
333322131,Linear algebra 1,2018B,79
311133312,Calculus 1,2023B,76
223232211,Algorithms,2021B,80
331323311,Linear algebra 1,2023B,76
313133312,Linear algebra 1,2020A,62
321212332,Calculus 1,2018B,65
313121312,Calculus 1,2019A,54
112311123,Intro to Java,2023B,66
312311311,Linear algebra 2,2019A,76
333231313,Intro to Java,2020A,68
321223223,Calculus 2,2018B,40
133332323,Algorithms,2021B,67
322122132,Linear algebra 1,2023B,72
122132222,Calculus 1,2022B,38
321111131,Intro to Java,2018B,88
313123331,Linear algebra 2,2020A,90
333231321,Intro to Java,2020A,61
332122111,Calculus 2,2022B,68
322332322,Calculus 2,2019A,45
232213322,Algorithms,2021B,84
331223223,Algorithms,2021B,48
221221213,Algorithms,2022B,75
233131131,Algorithms,2022B,83
313232122,Calculus 1,2020A,78
213232312,Linear algebra 1,2021B,97
111212113,Algorithms,2018B,36
211212121,Algorithms,2020A,62
221131213,Algorithms,2021B,32
121111121,Linear algebra 1,2022B,65
222231322,Linear algebra 2,2020A,71
322221111,Intro to Java,2018B,62
112222233,Intro to Java,2023B,91
323133133,Intro to Java,2023B,67
313312321,Linear algebra 2,2019A,89
123122321,Linear algebra 2,2022B,66
213112122,Calculus 2,2022B,47
322322113,Linear algebra 2,2019A,26
212332211,Calculus 1,2018B,67
121311332,Intro to Java,2018B,65
322123322,Calculus 2,2023B,40
211133222,Calculus 2,2022B,63
133313111,Calculus 2,2020A,98
331233323,Intro to Java,2020A,71
131212321,Intro to Java,2020A,85
213212332,Calculus 1,2021B,57
132221332,Calculus 1,2018B,61
133223112,Calculus 2,2021B,47
111231231,Linear algebra 2,2023B,62
221211322,Algorithms,2019A,56
211121223,Calculus 1,2020A,45
213223113,Linear algebra 1,2018B,76
333131333,Intro to Java,2018B,66
313111232,Linear algebra 1,2020A,72
111122213,Calculus 2,2023B,77
223212211,Calculus 2,2021B,59
322222213,Algorithms,2022B,57
121233231,Linear algebra 1,2020A,51
212212221,Linear algebra 1,2020A,49
113322221,Intro to Java,2021B,71
223122112,Linear algebra 1,2018B,59
213211131,Algorithms,2018B,81
333132132,Linear algebra 1,2020A,85
311233132,Linear algebra 2,2019A,73
321323132,Linear algebra 1,2019A,70
113331111,Calculus 1,2023B,91
213231212,Algorithms,2021B,47
331332322,Linear algebra 1,2021B,54
313312131,Intro to Java,2020A,65
333223222,Algorithms,2022B,42
123223231,Intro to Java,2021B,69
223113123,Linear algebra 1,2023B,48
233332221,Algorithms,2019A,63
223311131,Calculus 1,2020A,76
312121123,Calculus 2,2020A,70
311331132,Calculus 2,2019A,49
321221311,Calculus 2,2023B,72
322312232,Algorithms,2023B,52
311321321,Linear algebra 1,2018B,67
312322131,Intro to Java,2021B,47
231233223,Intro to Java,2018B,40
112123232,Linear algebra 1,2023B,63
222222131,Calculus 2,2020A,58
312213122,Linear algebra 1,2018B,56
232332321,Calculus 1,2018B,68
111311122,Calculus 2,2020A,68
333322331,Calculus 2,2021B,59
123122232,Calculus 1,2019A,59
211112233,Intro to Java,2019A,97
212212211,Calculus 1,2021B,75
133211322,Algorithms,2019A,50
133221322,Linear algebra 2,2018B,68
212213113,Intro to Java,2023B,58
121222213,Algorithms,2023B,68
312132231,Calculus 2,2019A,56
231112322,Calculus 1,2021B,73
331221211,Linear algebra 1,2022B,63
111333333,Calculus 1,2020A,75
331311233,Algorithms,2018B,64
233232221,Algorithms,2023B,66
331322321,Linear algebra 1,2020A,81
133311222,Intro to Java,2022B,61
322322132,Intro to Java,2023B,74
132132321,Intro to Java,2020A,70
322111122,Calculus 1,2021B,92
231122133,Algorithms,2018B,77
133311213,Calculus 2,2022B,80
112333311,Calculus 2,2020A,59
132313112,Linear algebra 1,2022B,77
333111112,Linear algebra 1,2020A,92
112212222,Calculus 2,2020A,85
323233133,Algorithms,2019A,77
313331111,Linear algebra 2,2018B,66
123332311,Linear algebra 1,2021B,59
213213111,Calculus 1,2019A,75
231221231,Intro to Java,2018B,67
113222332,Linear algebra 1,2022B,84
111313232,Calculus 1,2021B,68
312331221,Algorithms,2023B,64
233333231,Linear algebra 2,2018B,57
111132233,Calculus 2,2023B,69
223123232,Calculus 2,2023B,51
331121322,Linear algebra 2,2022B,71
121323323,Calculus 1,2023B,69
213232131,Calculus 1,2022B,84
132231331,Linear algebra 2,2021B,81
322132312,Calculus 1,2023B,90
131131133,Intro to Java,2023B,70
113313121,Calculus 2,2020A,72
321131111,Algorithms,2023B,98
131112323,Algorithms,2022B,60
131312322,Linear algebra 1,2023B,80
113131213,Calculus 2,2020A,69
123323333,Algorithms,2020A,58
112331331,Calculus 2,2020A,62
213222111,Calculus 2,2022B,64
131233312,Calculus 2,2018B,59
223122231,Calculus 2,2023B,66
123131123,Intro to Java,2021B,100
213322313,Calculus 1,2019A,51
223232132,Algorithms,2022B,61
122223221,Linear algebra 1,2019A,55
133132331,Intro to Java,2019A,88
213312133,Algorithms,2018B,79
212123311,Linear algebra 1,2018B,65
221121332,Intro to Java,2022B,84
333212321,Linear algebra 2,2022B,81
231333121,Algorithms,2020A,69
222212313,Calculus 2,2021B,72
313233132,Linear algebra 2,2019A,66
221231122,Intro to Java,2018B,71
231322122,Calculus 2,2018B,79
111222121,Algorithms,2018B,69
312333121,Calculus 2,2018B,44
212322131,Algorithms,2021B,71
323331223,Linear algebra 2,2019A,71
232221233,Calculus 2,2018B,89
222131321,Linear algebra 2,2022B,74
112313332,Algorithms,2022B,63
321332211,Linear algebra 1,2023B,64
233313233,Intro to Java,2021B,91
121123332,Linear algebra 2,2023B,86
112332212,Algorithms,2022B,75
113332122,Algorithms,2020A,91
221221211,Linear algebra 1,2018B,78
312213321,Calculus 2,2018B,78
223111332,Linear algebra 1,2019A,66
331312313,Intro to Java,2022B,80
113211113,Linear algebra 1,2018B,56
212221132,Algorithms,2020A,98
311131331,Calculus 2,2021B,52
333112212,Intro to Java,2018B,63
133222321,Algorithms,2022B,37
132222322,Calculus 1,2022B,82
112211113,Calculus 1,2018B,86
333211222,Linear algebra 1,2021B,94
122332231,Calculus 2,2020A,69
312133312,Calculus 1,2019A,69
131132311,Linear algebra 1,2021B,59
313222223,Algorithms,2018B,73
213133212,Calculus 2,2019A,89
313232112,Intro to Java,2022B,71
231212113,Algorithms,2023B,95
112223223,Algorithms,2019A,65
121233232,Linear algebra 1,2020A,51
222332213,Calculus 1,2022B,55
331223121,Calculus 1,2020A,66
133121121,Calculus 1,2023B,88
332113331,Linear algebra 2,2021B,58
221323222,Linear algebra 2,2021B,74
331322213,Linear algebra 1,2022B,67
211213212,Linear algebra 1,2021B,82
212213133,Intro to Java,2022B,86
213122212,Algorithms,2022B,47
213333323,Calculus 1,2018B,57
112111223,Intro to Java,2023B,62
112213132,Calculus 2,2021B,71
232211323,Linear algebra 2,2018B,88
213323331,Linear algebra 2,2023B,70
331131122,Calculus 2,2021B,74
233221223,Linear algebra 1,2022B,78
231231221,Algorithms,2022B,77
333233131,Linear algebra 2,2019A,71
131232331,Linear algebra 2,2023B,64
213222332,Intro to Java,2022B,100
233333113,Algorithms,2021B,38
212313122,Linear algebra 2,2022B,69
332321232,Intro to Java,2020A,64
211122332,Linear algebra 1,2021B,82
323332323,Algorithms,2020A,66
132133111,Linear algebra 2,2020A,79
313232132,Calculus 1,2021B,80
332123112,Linear algebra 2,2021B,77
111113123,Algorithms,2018B,75
231322212,Linear algebra 2,2023B,74
333321121,Algorithms,2022B,85
111323131,Calculus 2,2019A,75
112112222,Calculus 2,2018B,31
311322111,Linear algebra 1,2021B,53
322223232,Linear algebra 2,2018B,58
122122322,Calculus 1,2023B,76
331131313,Algorithms,2023B,55
322132333,Calculus 1,2020A,40
333122113,Algorithms,2020A,80
221121122,Algorithms,2021B,76
311233232,Calculus 2,2020A,57
122131131,Algorithms,2020A,94
323312212,Linear algebra 2,2023B,100
113211223,Intro to Java,2020A,100
332321121,Calculus 1,2019A,60
132332121,Calculus 1,2018B,76
213223211,Calculus 1,2022B,73
221233123,Algorithms,2023B,58
331111122,Calculus 2,2019A,60
322113331,Linear algebra 2,2022B,69
232321311,Linear algebra 1,2020A,68
213221123,Calculus 1,2018B,52
321331321,Intro to Java,2019A,44
223113232,Calculus 2,2022B,70
222123333,Calculus 1,2023B,56
232123133,Linear algebra 2,2021B,79
123221312,Intro to Java,2021B,38
231211123,Algorithms,2019A,53
321322232,Intro to Java,2021B,75
133311321,Linear algebra 1,2023B,60
232322323,Calculus 2,2018B,64
213312112,Linear algebra 1,2023B,93
233132311,Calculus 2,2021B,63
233313231,Algorithms,2020A,63
222123321,Calculus 1,2022B,66
132321321,Algorithms,2022B,54
113221223,Calculus 2,2018B,89
132121322,Calculus 2,2022B,59
231322322,Linear algebra 2,2020A,54
233111313,Linear algebra 1,2019A,67
312211212,Algorithms,2023B,66
121111113,Calculus 2,2022B,68
112232331,Linear algebra 2,2021B,86
312322312,Calculus 2,2023B,61
123332233,Linear algebra 1,2018B,57
223311332,Linear algebra 2,2020A,65
112313212,Intro to Java,2019A,62
221121311,Linear algebra 1,2018B,84
223212122,Algorithms,2018B,53
122232112,Linear algebra 2,2019A,43
212233223,Calculus 2,2019A,63
211232221,Algorithms,2019A,70
121132111,Calculus 2,2019A,42
113321322,Calculus 1,2023B,33
133212121,Intro to Java,2023B,68
133213312,Calculus 2,2023B,64
131223211,Linear algebra 2,2018B,100
311321311,Calculus 1,2019A,93
311213323,Algorithms,2022B,73
222313223,Calculus 2,2021B,69
121123123,Algorithms,2019A,85
133313211,Calculus 1,2021B,53
222231232,Linear algebra 1,2022B,68
232222321,Linear algebra 2,2022B,71
111121131,Calculus 1,2022B,72
322112121,Linear algebra 2,2022B,82
221322322,Linear algebra 2,2020A,77
222112222,Calculus 2,2021B,100
211131233,Calculus 2,2019A,81
222233113,Algorithms,2019A,38
333113132,Intro to Java,2022B,72
111332131,Algorithms,2020A,73
311113233,Intro to Java,2018B,78
333221311,Linear algebra 1,2023B,65
212132232,Linear algebra 1,2019A,62
113132133,Intro to Java,2022B,39
223113131,Intro to Java,2020A,92
132221112,Calculus 2,2018B,61
122313233,Linear algebra 1,2021B,83
322311211,Linear algebra 2,2023B,67
112133223,Calculus 1,2022B,91
122132121,Intro to Java,2023B,86
313131213,Intro to Java,2018B,76
321323113,Algorithms,2018B,88
113331223,Calculus 2,2021B,86
133212233,Intro to Java,2022B,55
311313322,Intro to Java,2019A,70
113212133,Intro to Java,2022B,57
331332313,Algorithms,2020A,94
231323333,Intro to Java,2021B,76
223331111,Linear algebra 2,2022B,66
223213133,Linear algebra 1,2020A,63
322113231,Intro to Java,2019A,73
313121123,Intro to Java,2020A,63
122231312,Calculus 1,2018B,78
211331313,Linear algebra 1,2020A,61
113321131,Algorithms,2020A,72
333322222,Linear algebra 1,2020A,80
133132221,Intro to Java,2022B,82
131323212,Intro to Java,2018B,77
133121213,Intro to Java,2022B,61
222212111,Calculus 1,2019A,85
111223222,Calculus 2,2020A,67
112232332,Intro to Java,2018B,64
333111231,Linear algebra 1,2019A,71
121121321,Calculus 1,2023B,74
233212122,Linear algebra 2,2018B,59
131221321,Linear algebra 1,2023B,56
331213212,Calculus 1,2022B,57
232322121,Linear algebra 1,2022B,58
332222332,Algorithms,2022B,94
222122113,Algorithms,2019A,94
131211323,Calculus 2,2019A,70
323213332,Calculus 1,2023B,77
232122332,Calculus 2,2020A,84
333312321,Intro to Java,2018B,50
123213131,Calculus 1,2018B,66
322311322,Intro to Java,2022B,80
322132221,Calculus 2,2022B,63
111233122,Calculus 1,2019A,52
233123222,Calculus 1,2023B,67
222111221,Intro to Java,2021B,44
312231132,Intro to Java,2021B,85
222132233,Linear algebra 2,2018B,73
321113211,Intro to Java,2022B,78
212121331,Linear algebra 2,2023B,65
223332313,Linear algebra 1,2022B,67
313322321,Calculus 2,2023B,62
312323322,Calculus 1,2021B,61
332121313,Algorithms,2018B,91
231333221,Intro to Java,2019A,59
323123123,Calculus 1,2020A,78
213332312,Calculus 2,2022B,92
123112111,Linear algebra 1,2018B,55
123313222,Linear algebra 2,2020A,79
323121212,Intro to Java,2021B,100
311113211,Intro to Java,2019A,44
132213213,Linear algebra 2,2020A,73
312312321,Intro to Java,2022B,57
131221322,Linear algebra 2,2020A,46
213111221,Linear algebra 1,2019A,77
323322211,Linear algebra 2,2018B,64
232113131,Algorithms,2019A,59
312333331,Linear algebra 1,2023B,66
311331312,Intro to Java,2020A,66
232131112,Calculus 1,2019A,77
211222311,Intro to Java,2021B,69
231221133,Linear algebra 2,2022B,93
221213211,Algorithms,2022B,65
222221332,Calculus 1,2022B,64
132233132,Linear algebra 2,2020A,100
132112323,Calculus 2,2021B,72
221233112,Algorithms,2023B,93
223133123,Linear algebra 2,2021B,99
112311133,Linear algebra 2,2022B,74
311222313,Calculus 1,2018B,81
213112221,Calculus 1,2023B,84
331312212,Algorithms,2023B,52
112233132,Linear algebra 2,2023B,68
221333233,Calculus 1,2019A,85
131111111,Calculus 1,2023B,45
313332123,Algorithms,2021B,53
221113313,Linear algebra 1,2021B,65
211123321,Algorithms,2018B,51
221222212,Calculus 2,2019A,84
331222112,Linear algebra 2,2018B,81
221322332,Calculus 2,2019A,80
321321132,Linear algebra 1,2021B,92
331321112,Calculus 2,2018B,79
222231221,Calculus 2,2023B,76
233312221,Calculus 1,2019A,66
132112213,Algorithms,2023B,87
122311212,Calculus 2,2020A,84
112313131,Calculus 1,2018B,78
321213132,Linear algebra 1,2019A,41
133223133,Linear algebra 2,2022B,67
133113233,Calculus 2,2022B,51
232211111,Algorithms,2023B,100
133323222,Linear algebra 1,2020A,75
233321212,Calculus 2,2018B,66
322123311,Calculus 2,2019A,78
222222232,Calculus 2,2022B,43
312223111,Algorithms,2019A,52
133221122,Calculus 1,2022B,73
123221132,Algorithms,2019A,83
222321323,Calculus 2,2021B,91
